Manufacturer;Model Number;Description;Nameplate Pmax;PTC;A_c;N_s;N_p;BIPV;Nameplate Isc;Nameplate Voc;Nameplate Ipmax;Nameplate Vpmax;Average NOCT;CONSPmax;CONSIsc;CONSVoc;CONSIpmax;CONSVpmax;IPmax, low;VPmax, low;IPmax, NOCT;VPmax, NOCT;Mounting;Type;Short Side;Long Side
;;;(W);;(m2);;;;(A);(V);(A);(V);(°C);(%/°C);(%/C);(%/C);(%/C);(%/C);(A);(V);(A);(V);;;(m);(m)
Trina Solar;TSM-360DE06XC.07(II);360 W, 132 half-cut cell monocrystalline module, transparent backsheet, 1500V max system Vdc;360;334,8;1,82;66;2;N;10,3;44,8;9,74;37;45,4;-0,354;0,024;-0,263;;;1,93;36,42;7,69;35,1;;;;
Trina Solar;TSM-360DE14A(II);360 W Monocrystalline Module;360;324,9;1,94;72;1;N;9,79;47,2;9,26;38,9;46,3;-0,4625;0,0517;-0,3474;-0,0045;-0,459;1,86;38,96;7,37;34,84;Rack;Flat Plate;0,992;1,956
Trina Solar;TSM-360DE14A.08(II);360 W Monocrystalline Module;360;324,9;1,94;72;1;N;9,79;47,2;9,26;38,9;46,3;-0,4625;0,0517;-0,3474;-0,0045;-0,459;1,86;38,96;7,37;34,84;Rack;Flat Plate;0,992;1,956
Trina Solar;TSM-360DE14H(II);360 W, 144 half cut cell monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;360;335,5;1,96;48;3;N;9,73;47,2;9,28;38,8;44,4;-0,353;0,045;-0,274;-0,006;-0,348;1,84;37,77;7,48;36,8;;;;
Trina Solar;TSM-360DEG14(II);360 W, 72 cell double glass monocrystalline module, white backsheet, silver frame, 1000V max system Vdc;360;335,3;1,96;72;1;N;9,57;46,9;9,18;39,2;43,3;-0,378;0,046;-0,273;-0,008;-0,371;1,92;37,9;7,69;36,9;;;;
Trina Solar;TSM-360DEG14.40(II);360 W, 72 cell double glass Monocrystalline module, white backsheet, 1000V max system Vdc;360;330,7;1,96;72;;N;9,57;46,9;9,18;39,2;45,1;-0,407;0,032;-0,286;-0,065;-0,351;1,87;38,33;7,41;36,6;;;;
Trina Solar;TSM-360PE15H.T0;360 W, 144 half-cut cell polycrystalline module, white backsheet, 1500V max system Vdc;360;334,5;1,99;48;3;N;9,89;47,2;9,4;38,3;44,3;-0,367;0,045;-0,299;;;1,82;36,87;7,35;36;;;;
Trina Solar;TSM-365DD14A(II);365W Monocrystalline Module, white backsheet/white frame, 1000V system voltage;365;334,8;1,92;72;;N;9,77;48;9,3;39,3;44,6;-0,429;0,0405;-0,3201;-0,2094;-0,2312;1,887;38,664;7,482;36,182;;;;
Trina Solar;TSM-365DD14A.10(II);365W Monocrystalline Module, white backsheet/white frame, 1000V system voltage;365;334,8;1,92;72;;N;9,77;48;9,3;39,3;44,6;-0,429;0,0405;-0,3201;-0,2094;-0,2312;1,887;38,664;7,482;36,182;;;;
Trina Solar;TSM-365DE06X.05(II);365 W, 132 half cut cell monocrystalline module, black backsheet and frame, 1500V max system Vdc;365;339,3;1,82;66;2;N;10,35;45;9,82;37,2;46,5;-0,339;0,037;-0,264;;;1,93;36,93;7,68;35,5;;;;
Trina Solar;TSM-365DE06XC.05(II);365 W, 132 half-cut cell monocrystalline module, black backsheet, 1500V max system Vdc;365;339,6;1,82;66;2;N;10,35;45;9,82;37,2;45,4;-0,354;0,024;-0,263;;;1,95;36,62;7,76;35,3;;;;
Trina Solar;TSM-365DE06XC.07(II);365 W, 132 half-cut cell monocrystalline module, transparent backsheet, 1500V max system Vdc;365;339,6;1,82;66;2;N;10,35;45;9,82;37,2;45,4;-0,354;0,024;-0,263;;;1,95;36,62;7,76;35,3;;;;
Trina Solar;TSM-365DE14A(II);365 W, 72 cell monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;365;339,3;1,92;72;1;N;9,77;48;9,3;39,3;44,3;-0,3718;"0.0322
";-0,2728;1,881;38,449;1,881;38,449;7,57;37,138;;;;
Trina Solar;TSM-365DE14H(II);365 W, 144 half cut cell monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;365;340,3;1,96;48;3;N;9,83;47,4;9,37;39;44,4;-0,353;0,045;-0,274;-0,006;-0,348;1,86;37,96;7,56;36,9;;;;
Trina Solar;TSM-365DEG14(II);365 W, 72 cell double glass Monocrystalline module, white backsheet, 1000V max system Vdc;365;335,4;1,96;72;;N;9,61;47,1;9,25;39,5;45,1;-0,407;0,032;-0,286;-0,065;-0,351;1,88;38,62;7,46;36,9;;;;
Trina Solar;TSM-365DEG14.40(II);365 W, 72 cell double glass Monocrystalline module, white backsheet, 1000V max system Vdc;365;335,4;1,96;72;;N;9,61;47,1;9,25;39,5;45,1;-0,407;0,032;-0,286;-0,065;-0,351;1,88;38,62;7,46;36,9;;;;
Trina Solar;TSM-365DEG14H(II);365 W, 144 half cells double glass monocrystalline module, white backsheet, silver frame, 1000V max system Vdc;365;340,6;1,98;48;3;N;9,83;47,4;9,37;39;43,6;-0,362;"0.0328
";-0,269;-0,023;-0,354;1,93;37,04;7,67;36,3;;;;
Trina Solar;TSM-365PE15H.T0;365 W, 144 half-cut cell polycrystalline module, white backsheet, 1500V max system Vdc;365;336,4;1,99;48;3;N;9,98;47,3;9,48;38,5;46;-0,375;0,051;-0,302;;;1,86;36,77;7,51;35,8;;;;
Trina Solar;TSM-370DE06X.05(II);370 W, 132 half cut cell monocrystalline module, black backsheet and frame, 1500V max system Vdc;370;344,1;1,82;66;2;N;10,4;45,2;9,9;37,4;46,5;-0,339;0,037;-0,264;;;1,95;37,12;7,74;35,7;;;;
Trina Solar;TSM-370DE06XC.05(II);370 W, 132 half-cut cell monocrystalline module, black backsheet, 1500V max system Vdc;370;344,3;1,82;66;2;N;10,4;45,2;9,9;37,4;45,4;-0,354;0,024;-0,263;;;1,96;36,81;7,82;35,5;;;;
Trina Solar;TSM-370DE06XC.07(II);370 W, 132 half-cut cell monocrystalline module, transparent backsheet, 1500V max system Vdc;370;344,3;1,82;66;2;N;10,4;45,2;9,9;37,4;45,4;-0,354;0,024;-0,263;;;1,96;36,81;7,82;35,5;;;;
Trina Solar;TSM-370DE14A(II);370 W, 72 cell monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;370;344;1,92;72;1;N;9,83;48,3;9,33;39,7;44,3;-0,372;0,032;-0,273;-0,005;-0,367;1,89;38,84;7,59;37,5;;;;
Trina Solar;TSM-370DE14H(II);370 W, 144 half cut cell monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;370;345,1;1,96;48;3;N;9,88;47,6;9,44;39,2;44,4;-0,353;0,045;-0,274;-0,006;-0,348;1,87;38,16;7,61;37,1;;;;
Trina Solar;TSM-370DEG14(II);370 W, 72 cell double glass monocrystalline module, white backsheet, silver frame, 1000V max system Vdc;370;344,8;1,96;72;1;N;9,66;47,3;9,32;39,7;43,3;-0,378;0,046;-0,273;-0,008;-0,371;1,95;38,38;7,81;37,3;;;;
Trina Solar;TSM-370DEG14.40(II);370 W, 72 cell double glass monocrystalline module, white backsheet, silver frame, 1000V max system Vdc;370;344,8;1,96;72;1;N;9,66;47,3;9,32;39,7;43,3;-0,378;0,046;-0,273;-0,008;-0,371;1,95;38,38;7,81;37,3;;;;
Trina Solar;TSM-370DEG14H(II);370 W, 144 half cells double glass monocrystalline module, white backsheet, silver frame, 1000V max system Vdc;370;345,4;1,98;48;3;N;9,88;47,6;9,44;39,2;43,6;-0,362;"0.0328
";-0,269;-0,023;-0,354;1,95;37,23;7,73;36,5;;;;
Trina Solar;TSM-370PE15H.T0;370 W, 144 half-cut cell polycrystalline module, white backsheet, 1500V max system Vdc;370;341,1;1,99;48;3;N;10,06;47,7;9,56;38,7;46;-0,375;0,051;-0,302;;;1,88;36,96;7,58;36;;;;
Trina Solar;TSM-375DE06X.05(II);375 W, 132 half cut cell monocrystalline module, black backsheet and frame, 1500V max system Vdc;375;348,9;1,82;66;2;N;10,45;45,3;9,98;37,6;46,5;-0,339;0,037;-0,264;;;1,96;37,32;7,8;35,9;;;;
Trina Solar;TSM-375DE06XC.05(II);375 W, 132 half-cut cell monocrystalline module, black backsheet, 1500V max system Vdc;375;349,1;1,82;66;2;N;10,45;45,3;9,98;37,6;45,4;-0,354;0,024;-0,263;;;1,98;37,01;7,88;35,7;;;;
Trina Solar;TSM-375DE06XC.07(II);375 W, 132 half-cut cell monocrystalline module, transparent backsheet, 1500V max system Vdc;375;349,1;1,82;66;2;N;10,45;45,3;9,98;37,6;45,4;-0,354;0,024;-0,263;;;1,98;37,01;7,88;35,7;;;;
Trina Solar;TSM-375DE09.05;375 W, 120 half-cut cell monocrystalline module, black backsheet, black frame, 1500V max system Vdc;375;352,7;1,91;60;2;N;11,93;40,2;11,3;33,2;44,3;-0,317;0,037;-0,237;;;2,24;32,49;8,97;31,5;;;;
Trina Solar;TSM-375DE14A(II);375 W, 72 cell monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;375;348,8;1,92;72;1;N;9,88;48,5;9,37;40;44,3;-0,372;0,032;-0,273;-0,005;-0,367;1,9;39,13;7,63;37,8;;;;
Trina Solar;TSM-375DE14H(II);375 W, 144 half cut cell monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;375;349,8;1,96;48;3;N;9,93;47,8;9,52;39,4;44,4;-0,353;0,045;-0,274;-0,006;-0,348;1,89;38,35;7,68;37,3;;;;
Trina Solar;TSM-375DEG14(II);375 W, 72 cell double glass monocrystalline module, white backsheet, silver frame, 1000V max system Vdc;375;349,6;1,96;72;1;N;9,71;47,5;9,39;40;43,3;-0,378;0,046;-0,273;-0,008;-0,371;1,97;38,67;7,87;37,6;;;;
Trina Solar;TSM-375DEG14.40(II);375 W, 72 cell double glass monocrystalline module, white backsheet, silver frame, 1000V max system Vdc;375;349,6;1,96;72;1;N;9,71;47,5;9,39;40;43,3;-0,378;0,046;-0,273;-0,008;-0,371;1,97;38,67;7,87;37,6;;;;
Trina Solar;TSM-375DEG14H(II);375 W, 144 half cells double glass monocrystalline module, white backsheet, silver frame, 1000V max system Vdc;375;350,2;1,98;48;3;N;9,93;47,8;9,52;39,4;43,6;-0,362;"0.0328
";-0,269;-0,023;-0,354;1,96;37,42;7,79;36,7;;;;
Trina Solar;TSM-380DE06X.05(II);380 W, 132 half cut cell monocrystalline module, black backsheet and frame, 1500V max system Vdc;380;353,7;1,82;66;2;N;10,51;45,5;10,07;37,8;46,5;-0,339;0,037;-0,264;;;1,98;37,52;7,87;36,1;;;;
Trina Solar;TSM-380DE06XC.05(II);380 W, 132 half-cut cell monocrystalline module, black backsheet, 1500V max system Vdc;380;353,9;1,82;66;2;N;10,51;45,5;10,07;37,8;45,4;-0,354;0,024;-0,263;;;2;37,21;7,95;35,9;;;;
Trina Solar;TSM-380DE06XC.07(II);380 W, 132 half-cut cell monocrystalline module, transparent backsheet, 1500V max system Vdc;380;353,9;1,82;66;2;N;10,51;45,5;10,07;37,8;45,4;-0,354;0,024;-0,263;;;2;37,21;7,95;35,9;;;;
Trina Solar;TSM-380DE09;380 W, 120 half-cut cell monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;380;354;1,91;60;2;N;12;40,4;11,38;33,4;44,8;-0,357;0,033;-0,266;;;2,3;32,49;9,12;31,6;;;;
Trina Solar;TSM-380DE09.05;380 W, 120 half-cut cell monocrystalline module, black backsheet, black frame, 1500V max system Vdc;380;357,5;1,91;60;2;N;12;40,4;11,38;33,4;44,3;-0,317;0,037;-0,237;;;2,25;32,69;9,04;31,7;;;;
Trina Solar;TSM-380DE09.08;380 W, 120 half-cut cell monocrystalline module, white backsheet, black frame, 1500V max system Vdc;380;354;1,91;60;2;N;12;40,4;11,38;33,4;44,8;-0,357;0,033;-0,266;;;2,3;32,49;9,12;31,6;;;;
Trina Solar;TSM-380DE09C.05;380 W, 120 half-cut cell monocrystalline module, black backsheet, 1500V max system Vdc;380;354,1;1,91;60;2;N;12;40,4;11,38;33,4;45,6;-0,342;0,032;-0,256;;;2,24;32,93;8,76;31,8;;;;
Trina Solar;TSM-380DE09C.07;380 W, 120 half-cut cell monocrystalline module, transparent backsheet, 1500V max system Vdc;380;354,1;1,91;60;2;N;12;40,4;11,38;33,4;45,6;-0,342;0,032;-0,256;;;2,24;32,93;8,76;31,8;;;;
Trina Solar;TSM-380DE14A(II);380 W, 72 cell monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;380;353,6;1,92;72;1;N;9,94;48,8;9,43;40,3;44,3;-0,372;"0.0322
";-0,273;1,907;39,427;1,91;39,43;7,68;38,1;;;;
Trina Solar;TSM-380DE14H(II);380 W, 144 half cut cell monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;380;354,6;1,96;48;3;N;9,99;48;9,6;39,6;44,4;-0,353;0,045;-0,274;-0,006;-0,348;1,9;38,55;7,74;37,5;;;;
Trina Solar;TSM-380DEG14H(II);380 W, 144 half cells double glass monocrystalline module, white backsheet, silver frame, 1000V max system Vdc;380;355;1,98;48;3;N;9,99;48;9,6;39,6;43,6;-0,362;"0.0328
";-0,269;-0,023;-0,354;1,98;37,61;7,86;36,9;;;;
Trina Solar;TSM-385DE09;385 W, 120 half-cut cell monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;385;358,8;1,91;60;2;N;12,07;40,6;11,46;33,6;44,8;-0,357;0,033;-0,266;;;2,32;32,68;9,19;31,8;;;;
Trina Solar;TSM-385DE09.05;385 W, 120 half-cut cell monocrystalline module, black backsheet, black frame, 1500V max system Vdc;385;362,3;1,91;60;2;N;12,07;40,6;11,46;33,6;44,3;-0,317;0,037;-0,237;;;2,27;32,88;9,1;31,9;;;;
Trina Solar;TSM-385DE09.08;385 W, 120 half-cut cell monocrystalline module, white backsheet, black frame, 1500V max system Vdc;385;358,8;1,91;60;2;N;12,07;40,6;11,46;33,6;44,8;-0,357;0,033;-0,266;;;2,32;32,68;9,19;31,8;;;;
Trina Solar;TSM-385DE09C.05;385 W, 120 half-cut cell monocrystalline module, black backsheet, 1500V max system Vdc;385;358,9;1,91;60;2;N;12,07;40,6;11,46;33,6;45,6;-0,342;0,032;-0,256;;;2,26;33,12;8,82;32;;;;
Trina Solar;TSM-385DE09C.07;385 W, 120 half-cut cell monocrystalline module, transparent backsheet, 1500V max system Vdc;385;358,9;1,91;60;2;N;12,07;40,6;11,46;33,6;45,6;-0,342;0,032;-0,256;;;2,26;33,12;8,82;32;;;;
Trina Solar;TSM-385DE14H(II);385 W, 144 half cut cell monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;385;359,4;1,96;48;3;N;10,03;48,5;9,61;40,1;44,4;-0,353;0,045;-0,274;-0,006;-0,348;1,91;39,04;7,75;38;;;;
Trina Solar;TSM-385DE15H(II);385 W, 144 half-cut cell monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;385;360,6;1,99;48;3;N;10,03;48,5;9,61;40,1;43,8;-0,345;0,04;-0,27;;;1,86;38,44;7,71;37,6;;;;
Trina Solar;TSM-385DEG14H(II);385 W, 144 half cells double glass monocrystalline module, white backsheet, silver frame, 1000V max system Vdc;385;359,7;1,98;48;3;N;10,03;48,5;9,61;40,1;43,6;-0,362;"0.0328
";-0,269;-0,023;-0,354;1,98;38,08;7,87;37,3;;;;
Trina Solar;TSM-385DEG15H(II);385 W, 144 half-cut cell dual glass monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;385;360,9;2,01;48;3;N;10,03;48,5;9,61;40,1;43,6;-0,343;0,045;-0,264;;;1,9;38,71;7,72;37,1;;;;
Trina Solar;TSM-385DEG15H.20(II);385 W, 144 half-cut cell dual glass monocrystalline module, white backsheet, 1500V max system Vdc;385;360,9;2,01;48;3;N;10,03;48,5;9,61;40,1;43,6;-0,343;0,045;-0,264;;;1,9;38,71;7,72;37,1;;;;
Trina Solar;TSM-390DE09;390 W, 120 half-cut cell monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;390;363,6;1,91;60;2;N;12,14;40,8;11,54;33,8;44,8;-0,357;0,033;-0,266;;;2,33;32,88;9,25;31,9;;;;
Trina Solar;TSM-390DE09.05;390 W, 120 half-cut cell monocrystalline module, black backsheet, black frame, 1500V max system Vdc;390;367,1;1,91;60;2;N;12,14;40,8;11,54;33,8;44,3;-0,317;0,037;-0,237;;;2,29;33,08;9,16;32,1;;;;
Trina Solar;TSM-390DE09.08;390 W, 120 half-cut cell monocrystalline module, white backsheet, black frame, 1500V max system Vdc;390;363,6;1,91;60;2;N;12,14;40,8;11,54;33,8;44,8;-0,357;0,033;-0,266;;;2,33;32,88;9,25;31,9;;;;
Trina Solar;TSM-390DE09C.05;390 W, 120 half-cut cell monocrystalline module, black backsheet, 1500V max system Vdc;390;363,7;1,91;60;2;N;12,14;40,8;11,54;33,8;45,6;-0,342;0,032;-0,256;;;2,28;33,32;8,89;32,2;;;;
Trina Solar;TSM-390DE09C.07;390 W, 120 half-cut cell monocrystalline module, transparent backsheet, 1500V max system Vdc;390;363,7;1,91;60;2;N;12,14;40,8;11,54;33,8;45,6;-0,342;0,032;-0,256;;;2,28;33,32;8,89;32,2;;;;
Trina Solar;TSM-390DE15H(II);390 W, 144 half-cut cell monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;390;365,4;1,99;48;3;N;10,08;49,7;9,64;40,5;43,8;-0,345;0,04;-0,27;;;1,86;38,83;7,73;38;;;;
Trina Solar;TSM-390DE15H.T0(II);390 W, 144 half-cut cell monocrystalline module, white backsheet, 1500V max system Vdc;390;365,4;1,99;48;3;N;10,08;49,7;9,64;40,5;43,8;-0,345;0,04;-0,27;;;1,86;38,83;7,73;38;;;;
Trina Solar;TSM-390DE15M(II);390 W, 144 half-cut cell  monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;390;365,7;1,99;48;3;N;10,3;48,5;9,75;40;44,1;-0,335;0,042;-0,259;;;1,93;38,74;7,7;37,6;;;;
Trina Solar;TSM-390DE15M.T0(II);390 W, 144 half-cut cell  monocrystalline module, white backsheet, 1500V max system Vdc;390;365,7;1,99;48;3;N;10,3;48,5;9,75;40;44,1;-0,335;0,042;-0,259;;;1,93;38,74;7,7;37,6;;;;
Trina Solar;TSM-390DEG15H(II);390 W, 144 half-cut cell dual glass monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;390;365,7;2,01;48;3;N;10,08;49,7;9,64;40,5;43,6;-0,343;0,045;-0,264;;;1,91;39,1;7,75;37,5;;;;
Trina Solar;TSM-390DEG15H.20(II);390 W, 144 half-cut cell dual glass monocrystalline module, white backsheet, 1500V max system Vdc;390;365,7;2,01;48;3;N;10,08;49,7;9,64;40,5;43,6;-0,343;0,045;-0,264;;;1,91;39,1;7,75;37,5;;;;
Trina Solar;TSM-390DEG15M(II);390 W, 144 half-cut doubleglass monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;390;367,8;2,01;48;3;N;10,3;48,5;9,75;40;42,3;-0,337;0,039;-0,26;;;1,9;38,93;7,8;38,2;;;;
Trina Solar;TSM-390DEG15M.20(II);390 W, 144 half-cut doubleglass monocrystalline module, white backsheet, 1500V max system Vdc;390;367,8;2,01;48;3;N;10,3;48,5;9,75;40;42,3;-0,337;0,039;-0,26;;;1,9;38,93;7,8;38,2;;;;
Trina Solar;TSM-395DE09;395 W, 120 half-cut cell monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;395;368,4;1,91;60;2;N;12,21;41;11,62;34;44,8;-0,357;0,033;-0,266;;;2,35;33,07;9,32;32,1;;;;
Trina Solar;TSM-395DE09.05;395 W, 120 half-cut cell monocrystalline module, black backsheet, black frame, 1500V max system Vdc;395;372;1,91;60;2;N;12,21;41;11,62;34;44,3;-0,317;0,037;-0,237;;;2,3;33,27;9,23;32,3;;;;
Trina Solar;TSM-395DE09.08;395 W, 120 half-cut cell monocrystalline module, white backsheet, black frame, 1500V max system Vdc;395;368,4;1,91;60;2;N;12,21;41;11,62;34;44,8;-0,357;0,033;-0,266;;;2,35;33,07;9,32;32,1;;;;
Trina Solar;TSM-395DE09C.05;395 W, 120 half-cut cell monocrystalline module, black backsheet, 1500V max system Vdc;395;368,5;1,91;60;2;N;12,21;41;11,62;34;45,6;-0,342;0,032;-0,256;;;2,29;33,52;8,95;32,4;;;;
Trina Solar;TSM-395DE09C.07;395 W, 120 half-cut cell monocrystalline module, transparent backsheet, 1500V max system Vdc;395;368,5;1,91;60;2;N;12,21;41;11,62;34;45,6;-0,342;0,032;-0,256;;;2,29;33,52;8,95;32,4;;;;
Trina Solar;TSM-395DE15H(II);395 W, 144 half-cut cell monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;395;370,2;1,99;48;3;N;10,13;50,1;9,69;40,8;43,8;-0,345;0,04;-0,27;;;1,87;39,11;7,77;38,3;;;;
Trina Solar;TSM-395DE15H.T0(II);395 W, 144 half-cut cell monocrystalline module, white backsheet, 1500V max system Vdc;395;370,2;1,99;48;3;N;10,13;50,1;9,69;40,8;43,8;-0,345;0,04;-0,27;;;1,87;39,11;7,77;38,3;;;;
Trina Solar;TSM-395DE15M(II);395 W, 144 half-cut cell  monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;395;370,5;1,99;48;3;N;10,37;48,7;9,86;40,1;44,1;-0,335;0,042;-0,259;;;1,95;38,84;7,79;37,7;;;;
Trina Solar;TSM-395DE15M.T0(II);395 W, 144 half-cut cell  monocrystalline module, white backsheet, 1500V max system Vdc;395;370,5;1,99;48;3;N;10,37;48,7;9,86;40,1;44,1;-0,335;0,042;-0,259;;;1,95;38,84;7,79;37,7;;;;
Trina Solar;TSM-395DEG15H(II);395 W, 144 half-cut cell dual glass monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;395;370,5;2,01;48;3;N;10,13;50,1;9,69;40,8;43,6;-0,343;0,045;-0,264;;;1,92;39,39;7,79;37,8;;;;
Trina Solar;TSM-395DEG15H.20(II);395 W, 144 half-cut cell dual glass monocrystalline module, white backsheet, 1500V max system Vdc;395;370,5;2,01;48;3;N;10,13;50,1;9,69;40,8;43,6;-0,343;0,045;-0,264;;;1,92;39,39;7,79;37,8;;;;
Trina Solar;TSM-395DEG15M(II);395 W, 144 half-cut doubleglass monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;395;372,6;2,01;48;3;N;10,37;48,7;9,86;40,1;42,3;-0,337;0,039;-0,26;;;1,92;39,03;7,89;38,3;;;;
Trina Solar;TSM-395DEG15M.20(II);395 W, 144 half-cut doubleglass monocrystalline module, white backsheet, 1500V max system Vdc;395;372,6;2,01;48;3;N;10,37;48,7;9,86;40,1;42,3;-0,337;0,039;-0,26;;;1,92;39,03;7,89;38,3;;;;
Trina Solar;TSM-400DE09;400 W, 120 half-cut cell monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;400;373,2;1,91;60;2;N;12,28;41,2;11,7;34,2;44,8;-0,357;0,033;-0,266;;;2,37;33,27;9,38;32,3;;;;
Trina Solar;TSM-400DE09.05;400 W, 120 half-cut cell monocrystalline module, black backsheet, black frame, 1500V max system Vdc;400;376,8;1,91;60;2;N;12,28;41,2;11,7;34,2;44,3;-0,317;0,037;-0,237;;;2,32;33,47;9,29;32,5;;;;
Trina Solar;TSM-400DE09.08;400 W, 120 half-cut cell monocrystalline module, white backsheet, black frame, 1500V max system Vdc;400;373,2;1,91;60;2;N;12,28;41,2;11,7;34,2;44,8;-0,357;0,033;-0,266;;;2,37;33,27;9,38;32,3;;;;
Trina Solar;TSM-400DE09C.05;400 W, 120 half-cut cell monocrystalline module, black backsheet, 1500V max system Vdc;400;373,2;1,91;60;2;N;12,28;41,2;11,7;34,2;45,6;-0,342;0,032;-0,256;;;2,31;33,71;9,01;32,5;;;;
Trina Solar;TSM-400DE09C.07;400 W, 120 half-cut cell monocrystalline module, transparent backsheet, 1500V max system Vdc;400;373,2;1,91;60;2;N;12,28;41,2;11,7;34,2;45,6;-0,342;0,032;-0,256;;;2,31;33,71;9,01;32,5;;;;
Trina Solar;TSM-400DE15H(II);400 W, 144 half-cut cell monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;400;375;1,99;48;3;N;10,18;50,4;9,74;41,1;43,8;-0,345;0,04;-0,27;;;1,88;39,4;7,81;38,5;;;;
Trina Solar;TSM-400DE15H.T0(II);400 W, 144 half-cut cell monocrystalline module, white backsheet, 1500V max system Vdc;400;375;1,99;48;3;N;10,18;50,4;9,74;41,1;43,8;-0,345;0,04;-0,27;;;1,88;39,4;7,81;38,5;;;;
Trina Solar;TSM-400DE15M(II);400 W, 144 half-cut cell  monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;400;375,3;1,99;48;3;N;10,45;49;9,92;40,3;44,1;-0,335;0,042;-0,259;;;1,96;39,03;7,84;37,9;;;;
Trina Solar;TSM-400DE15M.T0(II);400 W, 144 half-cut cell  monocrystalline module, white backsheet, 1500V max system Vdc;400;375,3;1,99;48;3;N;10,45;49;9,92;40,3;44,1;-0,335;0,042;-0,259;;;1,96;39,03;7,84;37,9;;;;
Trina Solar;TSM-400DEG15H(II);400 W, 144 half-cut cell dual glass monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;400;375,3;2,01;48;3;N;10,18;50,4;9,74;41,1;43,6;-0,343;0,045;-0,264;;;1,93;39,68;7,83;38;;;;
Trina Solar;TSM-400DEG15H.20(II);400 W, 144 half-cut cell dual glass monocrystalline module, white backsheet, 1500V max system Vdc;400;375,3;2,01;48;3;N;10,18;50,4;9,74;41,1;43,6;-0,343;0,045;-0,264;;;1,93;39,68;7,83;38;;;;
Trina Solar;TSM-400DEG15M(II);400 W, 144 half-cut doubleglass monocrystalline module, white backsheet, 1000V or 1500V max system Vdc;400;377,5;2,01;48;3;N;10,45;49;9,92;40,3;42,3;-0,337;0,039;-0,26;;;1,93;39,22;7,94;38,5;;;;
Trina Solar;TSM-400DEG15M.20(II);400 W, 144 half-cut doubleglass monocrystalline module, white backsheet, 1500V max system Vdc;400;377,5;2,01;48;3;N;10,45;49;9,92;40,3;42,3;-0,337;0,039;-0,26;;;1,93;39,22;7,94;38,5;;;;
Trina Solar;TSM-400NE09RC.05;400 W,144 third-cut cell bifaical monocrystalline module, black patten transparent backsheet, 1500V max system Vdc;400;376,1;1,98;72;2;N;10,3;49,2;9,68;41,3;44,7;-0,315;"
 
0.0461";"
 
-0.2524";;;1,89;39,86;7,61;39;;;;
Trina Solar;TSM-405DE09;405 W, 120 half-cut cell monocrystalline module, white backsheet, silver frame, 1500V max system Vdc;405;378;1,91;60;2;N;12,34;41,4;11,77;34,4;44,8;-0,357;0,033;-0,266;;;2,38;33,46;9,44;32,5;;;;
Trina Solar;TSM-405DE09.05;405 W, 120 half-cut cell monocrystalline module, black backsheet, black frame, 1500V max system Vdc;405;381,6;1,91;60;2;N;12,34;41,4;11,77;34,4;44,3;-0,317;0,037;-0,237;;;2,33;33,67;9,35;32,7;;;;
Trina Solar;TSM-405DE09.08;405 W, 120 half-cut cell monocrystalline module, white backsheet, black frame, 1500V max system Vdc;405;378;1,91;60;2;N;12,34;41,4;11,77;34,4;44,8;-0,357;0,033;-0,266;;;2,38;33,46;9,44;32,5;;;;
Trina Solar;TSM-405DE09C.05;405 W, 120 half-cut cell monocrystalline module, black backsheet, 1500V max system Vdc;405;378;1,91;60;2;N;12,34;41,4;11,77;34,4;45,6;-0,342;0,032;-0,256;;;2,32;33,91;9,06;32,7;;;;
Trina Solar;TSM-405DE09C.07;405 W, 120 half-cut cell monocrystalline module, transparent backsheet, 1500V max system Vdc;405;378;1,91;60;2;N;12,34;41,4;11,77;34,4;45,6;-0,342;0,032;-0,256;;;2,32;33,91;9,06;32,7;;;;
