Manufacturer Name,Model Number,Description,Maximum Continuous Output Power at Unity Power Factor,Nominal Voltage,Weighted Efficiency,Night Tare Loss,Power Rating. Continuous. 40 deg C,"Night
Tare Loss. 40 deg C",Voltage Minimum,Voltage Nominal,Voltage Maximum,Power Level,Power Level,Power Level,Power Level,Power Level,Power Level,Efficiency Vmin.,Efficiency Vmin.,Efficiency Vmin.,Efficiency Vmin.,Efficiency Vmin.,Efficiency Vmin.,Efficiency Vmin.,Efficiency Vnom,Efficiency Vnom,Efficiency Vnom,Efficiency Vnom,Efficiency Vnom,Efficiency Vnom,Efficiency Vnom,Efficiency Vmax,Efficiency Vmax,Efficiency Vmax,Efficiency Vmax,Efficiency Vmax,Efficiency Vmax,Efficiency Vmax
,,,(kW),(Vac),(%),(W),(kW),(W),(Vdc),(Vdc),(Vdc),10% (kW),20% (kW),30% (kW),50% (kW),75% (kW),100% (kW),10% Pwr Lvl (%),20% Pwr Lvl (%),30% Pwr Lvl (%),50% Pwr Lvl (%),75% Pwr Lvl (%),100% Pwr Lvl (%),Wtd (%),10% Pwr Lvl (%),20% Pwr Lvl (%),30% Pwr Lvl (%),50% Pwr Lvl (%),75% Pwr Lvl (%),100% Pwr Lvl (%),Wtd (%),10% Pwr Lvl (%),20% Pwr Lvl (%),30% Pwr Lvl (%),50% Pwr Lvl (%),75% Pwr Lvl (%),100% Pwr Lvl (%),Wtd (%)
FOXESS CO.. LTD,H1-11.4-US [240V],11.4 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive Inverter,11.51192,240,97.5,27.23,,,305,380,480,1.151192,2.302384,3.453576,5.75596,8.63394,11.51192,95.50052645,96.97968629,97.28339569,97.36027983,97.18043236,96.93013972,97.14080775,96.23521835,97.3839887,97.76966829,97.5626337,97.42344951,97.42116381,97.44460787,95.78111224,97.27164331,97.63517577,97.69673002,97.63847041,97.14960095,97.53323041
Fronius International GmbH,Primo GEN24 3.8 208-240 [240V],3.8 kW. 240 Vac Grid Support Utility Interactive PV and Battery (requires purchasing of a software package) Inverter with arc detector. PLC transmitter. and meter,3.802,240,96.5,8.3,,,200,400,480,0.380182,0.760364,1.140546,1.90091,2.851365,3.80182,89.02852381,93.99285714,95.26838095,96.14204762,96.561,96.67238095,95.89376857,93.39595238,96.26961905,97.0027619,97.47071429,97.64614286,97.65528571,97.29372048,91.80080952,95.685,96.59428571,97.21766667,97.43028571,97.46704762,96.97471048
Fronius International GmbH,Primo GEN24 3.8 208-240 Plus [240V],3.8 kW. 240 Vac Hybrid Grid Support Utility Interactive Inverter with arc detector. PLC transmitter. and meter,3.802,240,96.5,8.3,,,200,400,480,0.380182,0.760364,1.140546,1.90091,2.851365,3.80182,89.02852381,93.99285714,95.26838095,96.14204762,96.561,96.67238095,95.89376857,93.39595238,96.26961905,97.0027619,97.47071429,97.64614286,97.65528571,97.29372048,91.80080952,95.685,96.59428571,97.21766667,97.43028571,97.46704762,96.97471048
Fronius International GmbH,Primo GEN24 5.0 208-240 [240V],5 kW. 240 Vac Grid Support Utility Interactive PV and Battery (requires purchasing of a software package) Inverter with arc detector. PLC transmitter. and meter,5.007,240,97,8.3,,,230,400,480,0.50072,1.00144,1.50216,2.5036,3.7554,5.0072,91.49809524,95.117,95.99809524,96.48633333,96.84571429,96.87114286,96.36946095,94.71833333,96.7822381,97.2832381,97.64052381,97.63495238,97.58933333,97.43233524,93.55561905,96.30033333,96.96742857,97.39738095,97.46080952,97.41628571,97.17182619
Fronius International GmbH,Primo GEN24 5.0 208-240 Plus [240V],5 kW. 240 Vac Hybrid Grid Support Utility Interactive Inverter with arc detector. PLC transmitter. and meter,5.007,240,97,8.3,,,230,400,480,0.50072,1.00144,1.50216,2.5036,3.7554,5.0072,91.49809524,95.117,95.99809524,96.48633333,96.84571429,96.87114286,96.36946095,94.71833333,96.7822381,97.2832381,97.64052381,97.63495238,97.58933333,97.43233524,93.55561905,96.30033333,96.96742857,97.39738095,97.46080952,97.41628571,97.17182619
Fronius International GmbH,Primo GEN24 6.0 208-240 [240V],6 kW. 240 Vac Grid Support Utility Interactive PV and Battery (requires purchasing of a software package) Inverter with arc detector. PLC transmitter. and meter,6.004,240,97,8.3,,,230,400,480,0.60044,1.20088,1.80132,3.0022,4.5033,6.0044,92.65880952,95.61819048,96.22038095,96.72809524,96.86290476,96.78995238,96.52344476,95.36509524,97.04180952,97.42490476,97.62961905,97.62214286,97.50019048,97.4746481,94.45452381,96.64,97.127,97.44352381,97.43595238,97.29661905,97.23444667
Fronius International GmbH,Primo GEN24 6.0 208-240 Plus [240V],6 kW. 240 Vac Hybrid Grid Support Utility Interactive Inverter with arc detector. PLC transmitter. and meter,6.004,240,97,8.3,,,230,400,480,0.60044,1.20088,1.80132,3.0022,4.5033,6.0044,92.65880952,95.61819048,96.22038095,96.72809524,96.86290476,96.78995238,96.52344476,95.36509524,97.04180952,97.42490476,97.62961905,97.62214286,97.50019048,97.4746481,94.45452381,96.64,97.127,97.44352381,97.43595238,97.29661905,97.23444667
Generac Power Systems,X7602 [240V],7.6 kW. 240 Vac Grid Support Utility Interactive Inverter with PCS Functionality,7.586,240,96.5,1.2917,,,390,400,420,0.759,1.517,2.276,3.793,5.689,7.586,91.67,95.89,96.62,97.26,97.24,97.04,96.87,91.01,95.4,96.52,97.26,97.15,97.01,96.75,90.48,95.21,96.33,96.86,97.02,96.91,96.55
Generac Power Systems,XVT076A03 [240V],"7.6 kW. 240 Vac Grid Support Utility Interactive Inverter with PCS Functionality
",7.839,240,97,1.29,,,390,400,420,0.78386,1.56772,2.35158,3.9193,5.87895,7.8386,93.67757166,95.99869592,96.53258417,97.20360643,97.16032128,97.10469096,96.89390994,92.82343581,95.60831253,96.66810351,97.21286878,97.22308001,97.13374828,96.89314774,92.2887256,95.33200469,96.19021584,96.98658854,97.12995942,97.01891081,96.69798279
Ginlong Technologies Co.. Ltd.,RHI-1P5K-HVES-5G [240V],5 kW. 240 Vac. 1-phase Grid Support Utility Interactive PV and Battery Inverter   ,5.003,240,97.5,1,,,115,330,450,0.5,1.001,1.501,2.501,3.752,5.003,95.12,96.18,96.94,97.37,97.18,96.63,97.03,95.66,97.24,97.42,97.55,97.7,96.96,97.49,95.38,96.75,97.61,97.82,97.85,97.71,97.65
Ginlong Technologies Co.. Ltd.,RHI-1P6K-HVES-5G [240V],6 kW. 240 Vac. 1-phase Grid Support Utility Interactive PV and Battery Inverter   ,6.004,240,97.5,1,,,130,330,450,0.6,1.201,1.801,3.002,4.503,6.004,94.9,96.12,96.76,97.3,97.32,96.48,97.05,95.55,96.98,97.4,97.42,97.37,97.95,97.32,95.31,96.91,97.48,97.59,97.58,97.58,97.45
Ginlong Technologies Co.. Ltd.,RHI-1P7K-HVES-5G [240V],7 kW. 240 Vac. 1-phase Grid Support Utility Interactive PV and Battery Inverter   ,7.006,240,97.5,1,,,160,330,450,0.701,1.401,2.102,3.503,5.254,7.006,94.96,96.16,96.83,97.36,97.35,96.54,97.1,95.58,97.01,97.43,97.5,97.51,97.04,97.37,95.32,96.96,97.52,97.66,97.6,97.6,97.48
Ginlong Technologies Co.. Ltd.,RHI-1P7.6K-HVES-5G [240V],7.6 kW. 240 Vac. 1-phase Grid Support Utility Interactive PV and Battery Inverter   ,7.603,240,97.5,1,,,175,330,450,0.76,1.521,2.281,3.801,5.702,7.603,95.05,96.16,96.89,97.34,97.15,96.58,97,95.63,97.18,97.48,97.78,97.35,97.9,97.4,95.36,96.75,97.61,97.82,97.85,97.71,97.66
Ginlong Technologies Co.. Ltd.,RHI-1P8K-HVES-5G [240V],8 kW. 240 Vac. 1-phase Grid Support Utility Interactive PV and Battery Inverter   ,8.006,240,97.5,1,,,185,330,450,0.801,1.601,2.402,4.003,6.004,8.006,95.12,96.18,96.94,97.37,97.18,96.63,97.03,95.66,97.24,97.42,97.55,97.7,96.96,97.49,95.38,96.75,97.61,97.82,97.85,97.71,97.65
Ginlong Technologies Co.. Ltd.,RHI-1P9K-HVES-5G [240V],9 kW. 240 Vac. 1-phase Grid Support Utility Interactive PV and Battery Inverter   ,9.006,240,97.5,1,,,210,330,450,0.901,1.801,2.702,4.503,6.754,9.006,95.14,96.75,97,97.49,97.37,97,97.21,95.72,97.27,97.45,97.61,97.75,97.11,97.55,95.58,96.74,97.66,97.82,97.82,97.71,97.65
Ginlong Technologies Co.. Ltd.,RHI-1P10K-HVES-5G [240V],10 kW. 240 Vac. 1-phase Grid Support Utility Interactive PV and Battery Inverter   ,10.005,240,97.5,1,,,230,330,450,1,2.001,3.001,5.002,7.504,10.005,95.18,96.78,97.08,97.55,97.61,97.06,97.37,95.3,96.32,97.58,97.66,97.73,97.21,97.5,95.6,96.8,97.68,97.79,97.81,97.71,97.65
GoodWe Technologies Co.. Ltd.,GEC5.0-1U-US20 [240V],5 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive Battery Inverter. with PCS functionality.,4.9828,240,96,5.6,,,105,300,495,0.49828,0.99656,1.49484,2.4914,3.7371,4.9828,93.02857143,95.17857143,95.41857143,95.81,95.61,94.39285714,95.44334286,94.29,95.99857143,96.25428571,96.49857143,96.22428571,96.62714286,96.21697143,94.24,95.82285714,96.33857143,96.59285714,96.54285714,96.36714286,96.39194286
GoodWe Technologies Co.. Ltd.,GW5000-SBP-US20 [240V],5 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive Battery Inverter. with PCS functionality.,4.9828,240,96,5.6,,,105,300,495,0.49828,0.99656,1.49484,2.4914,3.7371,4.9828,93.02857143,95.17857143,95.41857143,95.81,95.61,94.39285714,95.44334286,94.29,95.99857143,96.25428571,96.49857143,96.22428571,96.62714286,96.21697143,94.24,95.82285714,96.33857143,96.59285714,96.54285714,96.36714286,96.39194286
GoodWe Technologies Co.. Ltd.,GW5000H-ES [240V],"5 kW. 240 Vac. Bi-directional Grid Support Utility Interactive PV and Battery Inverter
",4.989,240,95.5,47.36,,,300,400,480,0.499,0.998,1.497,2.495,3.742,4.989,87.29,92.59,94.36,95.51,95.76,95.68,95.04,88.08,93.35,94.82,95.82,96.09,96.05,95.42,87.62,93.17,94.65,95.74,96.09,96.02,95.36
GoodWe Technologies Co.. Ltd.,GEH5.0-1U-US20 [240V],5 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive PV and Battery Inverter. with PCS functionality.,5.0047,240,97,5.62,,,235,390,500,0.50047,1.00094,1.50141,2.50235,3.753525,5.0047,93.85857143,96.22857143,96.62142857,97.16285714,97.05714286,96.95142857,96.8524,95.34571429,96.84285714,97.37857143,97.67714286,97.63571429,97.43428571,97.47224286,95.33714286,96.59285714,97.03142857,97.40571429,97.42428571,97.25714286,97.23982857
GoodWe Technologies Co.. Ltd.,GW5000-ES-US20 [240V],5 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive PV and Battery Inverter. with PCS functionality.,5.0047,240,97,5.62,,,235,390,500,0.50047,1.00094,1.50141,2.50235,3.753525,5.0047,93.85857143,96.22857143,96.62142857,97.16285714,97.05714286,96.95142857,96.8524,95.34571429,96.84285714,97.37857143,97.67714286,97.63571429,97.43428571,97.47224286,95.33714286,96.59285714,97.03142857,97.40571429,97.42428571,97.25714286,97.23982857
GoodWe Technologies Co.. Ltd.,GEC5.0-1U-US10 [240V],"5 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive Battery Inverter
",5.031,240,96.5,11.16,,,200,350,495,0.5031,1.0062,1.5093,2.5155,3.77325,5.031,92.34548171,95.03911762,95.88803234,96.37399624,96.44097524,96.3320821,96.12119923,93.24127181,95.83399918,96.43253784,96.97759176,97.14966721,97.07377149,96.80156184,92.00832938,95.28271105,96.18936884,96.80649488,96.95767215,96.92543981,96.55039514
GoodWe Technologies Co.. Ltd.,GW5000A-BP [240V],"5 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive Battery Inverter
",5.031,240,96.5,11.16,,,200,350,495,0.5031,1.0062,1.5093,2.5155,3.77325,5.031,92.34548171,95.03911762,95.88803234,96.37399624,96.44097524,96.3320821,96.12119923,93.24127181,95.83399918,96.43253784,96.97759176,97.14966721,97.07377149,96.80156184,92.00832938,95.28271105,96.18936884,96.80649488,96.95767215,96.92543981,96.55039514
GoodWe Technologies Co.. Ltd.,GEH5.0-1U-US10 [240V],"5 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive PV and Battery Inverter
",5.0675,240,97.5,11.24,,,300,400,480,0.50675,1.0135,1.52025,2.53375,3.800625,5.0675,93.99247606,96.2315821,96.87969977,97.25168148,97.26430478,97.14836942,97.02719524,94.93073102,96.94590287,97.40976645,97.61027896,97.59585027,97.50211724,97.43276144,94.87822729,96.5214805,97.21807132,97.7266465,97.66070524,97.55088802,97.44768562
GoodWe Technologies Co.. Ltd.,GW5000A-ES [240V],"5 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive PV and Battery Inverter
",5.0675,240,97.5,11.24,,,300,400,480,0.50675,1.0135,1.52025,2.53375,3.800625,5.0675,93.99247606,96.2315821,96.87969977,97.25168148,97.26430478,97.14836942,97.02719524,94.93073102,96.94590287,97.40976645,97.61027896,97.59585027,97.50211724,97.43276144,94.87822729,96.5214805,97.21807132,97.7266465,97.66070524,97.55088802,97.44768562
GoodWe Technologies Co.. Ltd.,GEH6.0-1U-US20 [240V],6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive PV and Battery Inverter. with PCS functionality.,5.9973,240,97,5.62,,,285,390,500,0.59973,1.19946,1.79919,2.99865,4.497975,5.9973,95.22428571,95.77571429,96.46571429,96.90571429,96.94142857,96.80857143,96.74322857,95.51142857,96.51428571,97.16428571,97.62,97.61,97.41,97.40988571,95.26,96.08857143,96.76857143,97.37857143,97.37142857,97.27857143,97.14734286
GoodWe Technologies Co.. Ltd.,GW6000-ES-US20 [240V],6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive PV and Battery Inverter. with PCS functionality.,5.9973,240,97,5.62,,,285,390,500,0.59973,1.19946,1.79919,2.99865,4.497975,5.9973,95.22428571,95.77571429,96.46571429,96.90571429,96.94142857,96.80857143,96.74322857,95.51142857,96.51428571,97.16428571,97.62,97.61,97.41,97.40988571,95.26,96.08857143,96.76857143,97.37857143,97.37142857,97.27857143,97.14734286
GoodWe Technologies Co.. Ltd.,GEC6.0-1U-US20 [240V],6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive Battery Inverter. with PCS functionality.,6.0097,240,96,5.6,,,125,300,495,0.60097,1.20194,1.80291,3.00485,4.507275,6.0097,92.72142857,95.07428571,95.43,95.74857143,95.70857143,94.32714286,95.46327143,94.65285714,96.01,96.28285714,96.30571429,96.36,96.92857143,96.28198571,95.66857143,96.46571429,96.78,96.72142857,96.49,96.20142857,96.5249
GoodWe Technologies Co.. Ltd.,GW6000-SBP-US20 [240V],6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive Battery Inverter. with PCS functionality.,6.0097,240,96,5.6,,,125,300,495,0.60097,1.20194,1.80291,3.00485,4.507275,6.0097,92.72142857,95.07428571,95.43,95.74857143,95.70857143,94.32714286,95.46327143,94.65285714,96.01,96.28285714,96.30571429,96.36,96.92857143,96.28198571,95.66857143,96.46571429,96.78,96.72142857,96.49,96.20142857,96.5249
GoodWe Technologies Co.. Ltd.,GEC6.0-1U-US10 [240V],"6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive Battery Inverter
",6.03,240,96.5,11.3,,,200,350,495,0.603,1.206,1.809,3.015,4.5225,6.03,93.17714063,95.28604726,96.05608152,96.41954284,96.34658585,96.13459772,96.13664215,93.97224138,96.63057406,96.63986315,97.03915066,97.07786987,96.91078836,96.86223402,93.57146693,95.70687463,96.47449597,96.88794009,96.91075485,96.80515098,96.65456696
GoodWe Technologies Co.. Ltd.,GW6000A-BP [240V],"6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive Battery Inverter
",6.03,240,96.5,11.3,,,200,350,495,0.603,1.206,1.809,3.015,4.5225,6.03,93.17714063,95.28604726,96.05608152,96.41954284,96.34658585,96.13459772,96.13664215,93.97224138,96.63057406,96.63986315,97.03915066,97.07786987,96.91078836,96.86223402,93.57146693,95.70687463,96.47449597,96.88794009,96.91075485,96.80515098,96.65456696
GoodWe Technologies Co.. Ltd.,GEH6.0-1U-US10 [240V],"6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive PV and Battery Inverter
",6.109,240,97.5,9.3,,,360,400,480,0.6109,1.2218,1.8327,3.0545,4.58175,6.109,95.14283832,96.91383043,97.27513738,97.44718614,97.36235698,97.16455144,97.2486074,95.69169775,97.20313977,97.57128396,97.67089144,97.55871866,97.37561512,97.48216782,95.30478006,96.96465781,97.38495117,97.59304138,97.48611959,97.31956903,97.37477876
GoodWe Technologies Co.. Ltd.,GW6000A-ES [240V],"6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive PV and Battery Inverter
",6.109,240,97.5,9.3,,,360,400,480,0.6109,1.2218,1.8327,3.0545,4.58175,6.109,95.14283832,96.91383043,97.27513738,97.44718614,97.36235698,97.16455144,97.2486074,95.69169775,97.20313977,97.57128396,97.67089144,97.55871866,97.37561512,97.48216782,95.30478006,96.96465781,97.38495117,97.59304138,97.48611959,97.31956903,97.37477876
GoodWe Technologies Co.. Ltd.,GEH7.0-1U-US10 [240V],"7 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive PV and Battery Inverter
",7.057,240,97,9.48,,,210,400,480,0.7057,1.4114,2.1171,3.5285,5.29275,7.057,94.36933931,95.91440863,96.38212513,96.54253908,96.39475419,96.15194214,96.30709905,95.93838021,97.26943764,97.59346661,97.66604128,97.56509479,97.32321696,97.49775284,95.30063501,96.87551262,97.32285563,97.70334894,97.57111327,97.33188,97.43153102
GoodWe Technologies Co.. Ltd.,GW7000A-ES [240V],"7 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive PV and Battery Inverter
",7.057,240,97,9.48,,,210,400,480,0.7057,1.4114,2.1171,3.5285,5.29275,7.057,94.36933931,95.91440863,96.38212513,96.54253908,96.39475419,96.15194214,96.30709905,95.93838021,97.26943764,97.59346661,97.66604128,97.56509479,97.32321696,97.49775284,95.30063501,96.87551262,97.32285563,97.70334894,97.57111327,97.33188,97.43153102
GoodWe Technologies Co.. Ltd.,GEC7.0-1U-US10 [240V],"7 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive Battery Inverter
",7.059,240,96.5,9.48,,,200,350,495,0.7059,1.4118,2.1177,3.5295,5.29425,7.059,94.16242205,95.68082599,96.23871447,96.45560655,96.26321192,96.02287818,96.17550752,94.88373732,96.38558199,96.69676015,96.99551989,97.04114041,96.78889329,96.85854807,93.44608253,95.6864939,96.41089037,96.8452304,96.81245424,96.64884452,96.5720162
GoodWe Technologies Co.. Ltd.,GW7000A-BP [240V],"7 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive Battery Inverter
",7.059,240,96.5,9.48,,,200,350,495,0.7059,1.4118,2.1177,3.5295,5.29425,7.059,94.16242205,95.68082599,96.23871447,96.45560655,96.26321192,96.02287818,96.17550752,94.88373732,96.38558199,96.69676015,96.99551989,97.04114041,96.78889329,96.85854807,93.44608253,95.6864939,96.41089037,96.8452304,96.81245424,96.64884452,96.5720162
GoodWe Technologies Co.. Ltd.,GEC7.6-1U-US20 [240V],7.6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive Battery Inverter. with PCS functionality.,7.5855,240,96,5.61,,,158,300,495,0.75855,1.5171,2.27565,3.79275,5.689125,7.5855,93.55714286,95.26285714,95.64571429,96.37428571,95.83285714,94.98285714,95.76207143,94.74571429,95.67142857,96.35285714,96.26714286,96.57571429,96.83285714,96.37861429,94.41428571,95.39571429,96.07714286,96.15,95.97857143,95.69428571,95.92047143
GoodWe Technologies Co.. Ltd.,GW7600-SBP-US20 [240V],7.6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive Battery Inverter. with PCS functionality.,7.5855,240,96,5.61,,,158,300,495,0.75855,1.5171,2.27565,3.79275,5.689125,7.5855,93.55714286,95.26285714,95.64571429,96.37428571,95.83285714,94.98285714,95.76207143,94.74571429,95.67142857,96.35285714,96.26714286,96.57571429,96.83285714,96.37861429,94.41428571,95.39571429,96.07714286,96.15,95.97857143,95.69428571,95.92047143
GoodWe Technologies Co.. Ltd.,GEH7.6-1U-US20 [240V],7.6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive PV and Battery Inverter. with PCS functionality.,7.5882,240,97,5.62,,,180,390,500,0.75882,1.51764,2.27646,3.7941,5.69115,7.5882,94.86285714,96.12571429,96.61142857,96.85857143,96.70714286,96.07285714,96.5929,95.96428571,97.00571429,97.69571429,97.61571429,97.45,97.29,97.42464286,95.65285714,96.97428571,97.35,97.34857143,97.2,96.89285714,97.16067143
GoodWe Technologies Co.. Ltd.,GW7600-ES-US20 [240V],7.6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive PV and Battery Inverter. with PCS functionality.,7.5882,240,97,5.62,,,180,390,500,0.75882,1.51764,2.27646,3.7941,5.69115,7.5882,94.86285714,96.12571429,96.61142857,96.85857143,96.70714286,96.07285714,96.5929,95.96428571,97.00571429,97.69571429,97.61571429,97.45,97.29,97.42464286,95.65285714,96.97428571,97.35,97.34857143,97.2,96.89285714,97.16067143
GoodWe Technologies Co.. Ltd.,GEH7.6-1U-US10 [240V],"7.6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive PV and Battery Inverter
",7.644,240,97,9.44,,,230,400,480,0.7644,1.5288,2.2932,3.822,5.733,7.644,94.86432445,96.14995304,96.52549402,96.68413507,96.44426322,96.19805241,96.41416041,96.2196876,97.3623073,97.65324005,97.68110925,97.52971638,97.26067549,97.50210807,95.62015592,97.01124891,97.39768161,97.58809545,97.44733373,97.19799214,97.363577
GoodWe Technologies Co.. Ltd.,GW7600A-ES [240V],"7.6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive PV and Battery Inverter
",7.644,240,97,9.44,,,230,400,480,0.7644,1.5288,2.2932,3.822,5.733,7.644,94.86432445,96.14995304,96.52549402,96.68413507,96.44426322,96.19805241,96.41416041,96.2196876,97.3623073,97.65324005,97.68110925,97.52971638,97.26067549,97.50210807,95.62015592,97.01124891,97.39768161,97.58809545,97.44733373,97.19799214,97.363577
GoodWe Technologies Co.. Ltd.,GEC7.6-1U-US10 [240V],"7.6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive Battery Inverter
",7.648,240,96.5,9.48,,,200,350,495,0.7648,1.5296,2.2944,3.824,5.736,7.648,94.20906877,95.79709828,96.2502442,96.45075364,96.08597433,95.88842356,96.0828928,95.30282889,96.23879874,96.74557005,96.97022869,96.85080838,96.63811679,96.7601038,93.78186202,95.85147062,96.46406689,96.8137321,96.74298213,96.55199764,96.55180019
GoodWe Technologies Co.. Ltd.,GW7600A-BP [240V],"7.6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive Battery Inverter
",7.648,240,96.5,9.48,,,200,350,495,0.7648,1.5296,2.2944,3.824,5.736,7.648,94.20906877,95.79709828,96.2502442,96.45075364,96.08597433,95.88842356,96.0828928,95.30282889,96.23879874,96.74557005,96.97022869,96.85080838,96.63811679,96.7601038,93.78186202,95.85147062,96.46406689,96.8137321,96.74298213,96.55199764,96.55180019
GoodWe Technologies Co.. Ltd.,GEH8.6-1U-US10 [240V],"8.6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive PV and Battery Inverter
",8.614,240,97,9.54,,,260,400,480,0.8614,1.7228,2.5842,4.307,6.4605,8.614,95.37367715,96.48743382,96.78871705,96.8742772,96.59757683,96.3068256,96.60962004,96.49368114,97.47076093,97.66029153,97.64473579,97.42397715,97.10582872,97.44791412,95.85925908,97.15437462,97.4506372,97.50086286,97.32097872,97.01251418,97.29209119
GoodWe Technologies Co.. Ltd.,GW8600A-ES [240V],"8.6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive PV and Battery Inverter
",8.614,240,97,9.54,,,260,400,480,0.8614,1.7228,2.5842,4.307,6.4605,8.614,95.37367715,96.48743382,96.78871705,96.8742772,96.59757683,96.3068256,96.60962004,96.49368114,97.47076093,97.66029153,97.64473579,97.42397715,97.10582872,97.44791412,95.85925908,97.15437462,97.4506372,97.50086286,97.32097872,97.01251418,97.29209119
GoodWe Technologies Co.. Ltd.,GEC8.6-1U-US10 [240V],"8.6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive Battery Inverter
",8.68,240,96.5,9.47,,,200,350,495,0.868,1.736,2.604,4.34,6.51,8.68,94.69582388,96.00428279,96.33430461,96.33707771,96.01152899,95.67957256,96.04903896,95.75727185,96.47997196,96.96051126,97.02247065,96.91055702,96.61484734,96.85760725,94.64222767,96.07679883,96.46045313,96.73948508,96.75638128,96.50865299,96.58639002
GoodWe Technologies Co.. Ltd.,GW8600A-BP [240V],"8.6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive Battery Inverter
",8.68,240,96.5,9.47,,,200,350,495,0.868,1.736,2.604,4.34,6.51,8.68,94.69582388,96.00428279,96.33430461,96.33707771,96.01152899,95.67957256,96.04903896,95.75727185,96.47997196,96.96051126,97.02247065,96.91055702,96.61484734,96.85760725,94.64222767,96.07679883,96.46045313,96.73948508,96.75638128,96.50865299,96.58639002
GoodWe Technologies Co.. Ltd.,GEH9.6-1U-US20 [240V],9.6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive PV and Battery Inverter. with PCS functionality.,9.5862,240,97,5.62,,,225,390,500,0.95862,1.91724,2.87586,4.7931,7.18965,9.5862,95.36142857,96.40428571,96.91428571,97.01857143,96.84142857,96.36,96.78224286,96.07285714,97.21,97.52,97.59,97.23142857,97.05,97.28487143,95.86571429,97.06571429,97.39,97.39285714,97.00285714,96.67,97.07222857
GoodWe Technologies Co.. Ltd.,GW9600-ES-US20 [240V],9.6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive PV and Battery Inverter. with PCS functionality.,9.5862,240,97,5.62,,,225,390,500,0.95862,1.91724,2.87586,4.7931,7.18965,9.5862,95.36142857,96.40428571,96.91428571,97.01857143,96.84142857,96.36,96.78224286,96.07285714,97.21,97.52,97.59,97.23142857,97.05,97.28487143,95.86571429,97.06571429,97.39,97.39285714,97.00285714,96.67,97.07222857
GoodWe Technologies Co.. Ltd.,GEC9.6-1U-US20 [240V],9.6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive Battery Inverter. with PCS functionality.,9.6031,240,96,5.61,,,200,300,495,0.96031,1.92062,2.88093,4.80155,7.202325,9.6031,93.68285714,95.34857143,95.64285714,96.47,95.91428571,95.21428571,95.84587143,94.49,95.93714286,96.20428571,96.16,96.80571429,96.41571429,96.44238571,94.39428571,96.03571429,96.33714286,96.37857143,96.14428571,96.55428571,96.1617
GoodWe Technologies Co.. Ltd.,GW9600-SBP-US20 [240V],9.6 kW. 240 Vac. Bi-directional. Transformerless Grid Support Utility Interactive Battery Inverter. with PCS functionality.,9.6031,240,96,5.61,,,200,300,495,0.96031,1.92062,2.88093,4.80155,7.202325,9.6031,93.68285714,95.34857143,95.64285714,96.47,95.91428571,95.21428571,95.84587143,94.49,95.93714286,96.20428571,96.16,96.80571429,96.41571429,96.44238571,94.39428571,96.03571429,96.33714286,96.37857143,96.14428571,96.55428571,96.1617
